record_id,standard_acronym,project_public_id,project_name,country_standard,project_type,project_status,geometry_type,project_url,redd_redd_plus_classification,redd_redd_plus_basis,wkt,original_wkt,coordinate_fix_applied
VCS_3589_2026-04-01,VCS,3589,Tshopo Lomami Grouped REDD Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3589,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (23.814730000000001 0.132174),,
VCS_3590_2026-04-01,VCS,3590,Jutaituba REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3590,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-50.041705 -2.971811),,
VCS_3592_2026-04-01,VCS,3592,Sankuru Peace Forest Grouped REDD Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3592,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (24.162827 -2.546662),,
VCS_3593_2026-04-01,VCS,3593,"Bougouni-Yanfolila Forest Project, Mali",Mali,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3593,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-7.72959 10.748468000000001),,
VCS_3601_2026-04-01,VCS,3601,CAAPII REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3601,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-48.004973 -3.083581),,
VCS_3631_2026-04-01,VCS,3631,IACO REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3631,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-69.971941 -10.185833),POINT (-10.185833000000001 -69.971941000000001),longitude_latitude_swapped
VCS_3635_2026-04-01,VCS,3635,Três Morrinhos Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3635,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.490672000000004 -9.384285),,
VCS_3646_2026-04-01,VCS,3646,Kúvay Macärö Vidi REDD+ Carurú -KUMAVI REDD+,Colombia,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/3646,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.430092000000002 1.072928),,
VCS_3666_2026-04-01,VCS,3666,Xingu-Araguaia Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3666,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-52.486232000000001 -11.110699),,
VCS_3671_2026-04-01,VCS,3671,Chaco Vivo,Paraguay,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3671,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-58.806773999999997 -22.296472000000001),,
VCS_3690_2026-04-01,VCS,3690,PROJECT MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI,Colombia,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/3690,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.001941 0.020555),POINT (71.001941000000002 0.020555),manual_review_sign_and_axis_correction
VCS_3700_2026-04-01,VCS,3700,Sichuan Muli REDD project,China,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/3700,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (100.127767000000006 27.683053000000001),,
VCS_3711_2026-04-01,VCS,3711,DRC REDD+ Carbon Credit Harvesting Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3711,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (21.178100000000001 0.977898),,
VCS_3726_2026-04-01,VCS,3726,Amazon Guardians REDD+ Project,Peru,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3726,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-70.022 -12.739992),POINT (70.022000000000006 12.739992000000001),manual_review_sign_correction
VCS_3738_2026-04-01,VCS,3738,Triunfo do Xingu Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3738,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-53.687711 -5.619138),,
VCS_3739_2026-04-01,VCS,3739,Selva de Urundel REDD+ Project,Argentina,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3739,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-64.599400000000003 -23.417400000000001),,
VCS_3811_2026-04-01,VCS,3811,Chirisa REDD+ Project,Zimbabwe,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3811,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (28.205819999999999 -17.9956),,
VCS_3816_2026-04-01,VCS,3816,Samaúma REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/3816,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-60.084907999999999 -7.874628),,
VCS_3960_2026-04-01,VCS,3960,Belize Maya Forest REDD+ Project,Belize,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3960,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-89.000360000000001 17.538260000000001),,
VCS_3976_2026-04-01,VCS,3976,Rovuma Belt,Mozambique,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3976,REDD/REDD+,project_subcategories: REDD,POINT (40.377144000000001 10.871),,
VCS_4016_2026-04-01,VCS,4016,Amazon Biome Conservancy Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/4016,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.076070999999999 -2.746053),,
VCS_4034_2026-04-01,VCS,4034,Ararajuba REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/4034,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-48.746844000000003 -2.492648),,
VCS_4042_2026-04-01,VCS,4042,Cauaxi REDD+ Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/4042,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-47.920000000000002 -3.76),,
VCS_4045_2026-04-01,VCS,4045,"BLUE CARBON MANGROVE CONSERVATION PROJECT: RESTORING COASTAL ECOSYSTEMS ALONG THE COAST OF KRISHNA DELTA, GODAVARI DELTA AND ADJOINING RESERVE FOREST AREAS IN ANDHRA PRADESH",India,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/4045,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (79.739999999999995 15.9129),,
VCS_4068_2026-04-01,VCS,4068,Amazon Bluecarbon Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4068,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-47.117136 -0.72523),POINT (-47.117136000000002 0.72523),manual_review_latitude_sign_correction
VCS_4069_2026-04-01,VCS,4069,Mamuriá Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4069,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-69.919640000000001 -8.919124),,
VCS_4082_2026-04-01,VCS,4082,Canindé Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4082,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.380054000000001 -9.726677),,
VCS_4084_2026-04-01,VCS,4084,Arataú REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4084,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-50.091622000000001 -4.019294),,
VCS_4089_2026-04-01,VCS,4089,Uirapuru Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4089,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-68.573132000000001 -9.940182),,
VCS_4094_2026-04-01,VCS,4094,Curuá Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/4094,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-55.163899000000001 -8.4328),,
VCS_4095_2026-04-01,VCS,4095,Rio Manito Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4095,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-54.244377 -10.478186000000001),,
VCS_4117_2026-04-01,VCS,4117,REDD Carbonflor,Brazil,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4117,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-48.174436999999998 -14.803240000000001),,
VCS_4141_2026-04-01,VCS,4141,Itamarati Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4141,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-57.867663 -14.84158),,
VCS_4142_2026-04-01,VCS,4142,Serenity Valley REDD Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4142,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-51.152726000000001 -8.797174),,
VCS_4143_2026-04-01,VCS,4143,Urupianga Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/4143,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-50.893841000000002 -10.153176),,
VCS_4165_2026-04-01,VCS,4165,Seringueira REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4165,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.954041000000004 -7.247505),,
VCS_4186_2026-04-01,VCS,4186,"REDUCING EMISSIONS FROM DEFORESTATION DUE TO SLASH-AND-BURN CORN BY INTRODUCING CACAO FARMING IN GORONTALO PROVINCE, INDONESIA",Indonesia,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/4186,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (122.200000000000003 0.583333),,
VCS_4221_2026-04-01,VCS,4221,Seringueira II REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4221,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.896416000000002 -7.234897),,
VCS_4263_2026-04-01,VCS,4263,Sepoti REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4263,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-59.949719999999999 -5.025902),,
VCS_4265_2026-04-01,VCS,4265,REDD+ Café Apuí Agroflorestal,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/4265,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.881492999999999 -7.193861),,
VCS_4299_2026-04-01,VCS,4299,COMACO Landscape Management Project-South,Zambia,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/4299,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (27.048356999999999 -14.989887),,
VCS_4329_2026-04-01,VCS,4329,Conservation and Restoration of Classified Forests in Côte d’Ivoire,Côte d'Ivoire,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4329,REDD/REDD+,project_description: REDD+,POINT (-4.067 5.716),,
VCS_4372_2026-04-01,VCS,4372,DR Congo Mangrove Blue Carbon Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4372,REDD/REDD+,project_description: REDD+,POINT (12.75 -5.75),,
VCS_4381_2026-04-01,VCS,4381,WEST SERAM REDD+ and AGARWOOD ForestWise PROJECT,Indonesia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4381,REDD/REDD+,project_name: REDD+,POINT (128.260457000000002 -3.086474),,
VCS_4387_2026-04-01,VCS,4387,REDD+ Project Pacha Prometida,"Bolivia, Plurinational State of",Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4387,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-67.708252999999999 -14.039693),,
VCS_4391_2026-04-01,VCS,4391,Amazon Partners 1,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4391,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-69.1892 -10.655799999999999),,
VCS_4394_2026-04-01,VCS,4394,Jatobá REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4394,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-68.326492000000002 -8.646364),,
VCS_4419_2026-04-01,VCS,4419,Project MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL,Colombia,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4419,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.001941 0.020555),POINT (71.001941000000002 0.020555),manual_review_sign_and_axis_correction
VCS_4424_2026-04-01,VCS,4424,Sichuan Muli County REDD Project,China,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4424,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (101.400000000000006 27.800000000000001),,
VCS_4429_2026-04-01,VCS,4429,Management of Community Forests for the Reduction of Deforestation in the Peruvian Amazon,Peru,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4429,REDD/REDD+,project_name: reduction of deforestation; project_description: REDD+; project_subcategories: REDD,POINT (-74.972192000000007 -8.89242),,
VCS_4452_2026-04-01,VCS,4452,Asaga Amazonas REDD+ project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4452,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-60.893616000000002 -7.695208),,
VCS_4461_2026-04-01,VCS,4461,REDD+ Tauari Forest Conservation Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4461,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.475995999999995 -8.077942),,
VCS_4480_2026-04-01,VCS,4480,REDD++ Manglares del Bajo Baudo,Colombia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4480,REDD/REDD+,project_name: REDD+; project_description: REDD+,POINT (-77.345170999999993 5.329621),,
VCS_4485_2026-04-01,VCS,4485,Mejuruá Project,Brazil,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4485,REDD/REDD+,project_subcategories: REDD,POINT (-66.865313 -4.82436),,
VCS_4497_2026-04-01,VCS,4497,Amazon Partners 20,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4497,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-72.626999999999995 -8.673999999999999),,
VCS_4513_2026-04-01,VCS,4513,Argentina Gran Chaco Region REDD+ Project,Argentina,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/4513,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-63.761795999999997 -23.937425999999999),,
VCS_4536_2026-04-01,VCS,4536,REDD+ Esteros y Manglares,Colombia,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/4536,REDD/REDD+,project_name: REDD+; project_description: REDD+,POINT (-78.369515 2.304659),POINT (78.369515000000007 2.304659),manual_review_sign_correction
VCS_4540_2026-04-01,VCS,4540,THE NAGALAND 4 CHANGE REDD+ PROJECT,India,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4540,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (93.739099999999993 25.512499999999999),,
VCS_4542_2026-04-01,VCS,4542,Amazônidas REDD+ AUDD Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4542,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-58.729999999999997 -3.02),,
VCS_4552_2026-04-01,VCS,4552,UÁKIRY REDD+ AUDD GROUPED PROJECT,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4552,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-68.801000000000002 -10.273999999999999),,
VCS_4602_2026-04-01,VCS,4602,"REDD Carbon and Biodiversity Project, Greater El Rey Area, Jujuy, Argentina",Argentina,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4602,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-65.301417000000001 -24.185735999999999),,
VCS_4615_2026-04-01,VCS,4615,PANÃMA REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/4615,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-52.907775000000001 0.31),,
VCS_4619_2026-04-01,VCS,4619,Ñangareko Forest Reserve,Paraguay,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/4619,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-55.368679 -25.779019999999999),,
VCS_4623_2026-04-01,VCS,4623,REDD+ Mwali Project,Comoros,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4623,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (43.716664000000002 -12.366666),,
VCS_4633_2026-04-01,VCS,4633,Fortaleza Ituxi II REDD+,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4633,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-66.236913999999999 -8.881413999999999),,
VCS_4671_2026-04-01,VCS,4671,ANGELIM REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4671,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-58.93291 -10.217008),,
VCS_4674_2026-04-01,VCS,4674,Selva Norte Conservation Project (CSN+),Peru,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4674,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-77.115036000000003 -5.915821),,
VCS_4681_2026-04-01,VCS,4681,YBYRÁ REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4681,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-47.271999000000001 -2.966),,
VCS_4687_2026-04-01,VCS,4687,Tueré REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4687,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-51.028424999999999 -2.833586),,
VCS_4689_2026-04-01,VCS,4689,Ateles REDD+,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4689,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-52.686311 -6.719578),POINT (52.686311000000003 6.719578),manual_review_sign_and_axis_correction
VCS_4743_2026-04-01,VCS,4743,Yvoty REDD+ Project: Forest Conservation in Eastern Paraguay,Paraguay,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4743,REDD/REDD+,project_name: REDD+; project_description: REDD; project_subcategories: REDD,POINT (-55.733333000000002 -24.283331),,
VCS_4744_2026-04-01,VCS,4744,Panambi REDD+ Project: Forest Conservation in the Paraguayan Chaco,Paraguay,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4744,REDD/REDD+,project_name: REDD+; project_description: REDD; project_subcategories: REDD,POINT (-61.983333000000002 -22.983326000000002),,
VCS_4747_2026-04-01,VCS,4747,Pantanal REDD+ Program,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4747,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-56.132033 -19.572821999999999),,
VCS_4749_2026-04-01,VCS,4749,TAJIMAT PUJUT - El buen vivir - Restauración y conservación de los bosques Awajún del Alto Mayo,Peru,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4749,REDD/REDD+,project_subcategories: REDD,POINT (-77.162683000000001 -5.684548),,
VCS_4750_2026-04-01,VCS,4750,WANAMEI (Árbol de vida) Conservando los bosques de Amarakaeri,Peru,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4750,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-70.984973999999994 -12.751946999999999),,
VCS_4761_2026-04-01,VCS,4761,REDD+ Estrela Acapuzinho,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4761,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-66.766942 -2.746944),,
VCS_4773_2026-04-01,VCS,4773,Vencedor Guajoya REDD+,Peru,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/4773,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-74.670276000000001 -1.375277),,
VCS_4802_2026-04-01,VCS,4802,Rio Muru REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4802,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-71.180363999999997 -8.845216000000001),,
VCS_4807_2026-04-01,VCS,4807,BURKINA FASO AGRICULTURAL CARBON PROJECT (BUFACAP),Burkina Faso,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4807,REDD/REDD+,project_description: REDD+,POINT (-1.55676 12.241851),,
VCS_4825_2026-04-01,VCS,4825,EVERGREEN II REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4825,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.887830000000001 -7.191499),,
VCS_4834_2026-04-01,VCS,4834,Seringal Rio Branco REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4834,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-73.246584999999996 -8.120245000000001),,
VCS_4838_2026-04-01,VCS,4838,Ruvuma Wilderness Project,"Tanzania, United Republic of",Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4838,REDD/REDD+,project_subcategories: REDD,POINT (36.463946999999997 -10.959163),,
VCS_4850_2026-04-01,VCS,4850,AMAZONAS APD GROUPED PROJECT,Brazil,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/4850,REDD/REDD+,project_subcategories: REDD,POINT (-59.280850000000001 -5.677015),,
VCS_4853_2026-04-01,VCS,4853,Central Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4853,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (103.495900000000006 11.9764),,
VCS_4854_2026-04-01,VCS,4854,Reduction of deforestation and degradation in the Bahuaja sonene national park in the Puno region - Perú,Peru,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/4854,REDD/REDD+,project_name: reduction of deforestation; project_description: REDD+; project_subcategories: REDD,POINT (-69.513000000000005 -13.459),,
VCS_4857_2026-04-01,VCS,4857,AWA REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4857,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-51.793993 1.62764),,
VCS_4858_2026-04-01,VCS,4858,The Nkuba REDD+ Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/4858,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (27.211266999999999 1.160658),,
VCS_4865_2026-04-01,VCS,4865,OGA REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4865,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-61.747064000000002 -9.420388000000001),,
VCS_4867_2026-04-01,VCS,4867,AHU REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4867,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-54.327472 -13.549443),,
